species,countryCode,Longitude,Latitude,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species2,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode2,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
Acianthera pantasmi,CR,-82.96,8.79,614549330,dcf2e144-9956-491f-a5ac-8990c7fea3b9,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pantasmi,,SPECIES,Acianthera pantasmi (Rchb.f.) Pridgeon & M.W.Chase,Acianthera pantasmi,(Rchb.f.) Pridgeon & M.W.Chase,CR,,Puntarenas,PRESENT,,a4d6cc6b-4c62-4015-ad7b-1ba69847a616,8.786.139,-82.960.889,,,,,,,,,,,2839819,2839819,PRESERVED_SPECIMEN,OTS,Herbarium - Las Cruces Biological Station,2222,,"Oviedo-Brenes, Federico",,CC_BY_4_0,,,,,2025-02-02T16:38:59.663Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera lojae,CR,-82.96,8.78,730282288,dcf2e144-9956-491f-a5ac-8990c7fea3b9,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera lojae,,SPECIES,Acianthera lojae (Schltr.) Luer,Acianthera lojae,(Schltr.) Luer,CR,,Puntarenas,PRESENT,,a4d6cc6b-4c62-4015-ad7b-1ba69847a616,878.075,-82.960.222,,,,,,,,,,,2839652,2839652,PRESERVED_SPECIMEN,OTS,Herbarium - Las Cruces Biological Station,3060,,"Oviedo-Brenes, Federico",,CC_BY_4_0,,,,,2025-02-02T16:38:59.479Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera decipiens,CR,-82.96,8.79,614549327,dcf2e144-9956-491f-a5ac-8990c7fea3b9,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera decipiens,,SPECIES,Acianthera decipiens (Ames & C.Schweinf.) Pridgeon & M.W.Chase,Acianthera decipiens,Ames & C. Schweinf.,CR,,Puntarenas,PRESENT,,a4d6cc6b-4c62-4015-ad7b-1ba69847a616,8.785.139,-82.959.097,,,,,,,,,,,2839889,2839889,PRESERVED_SPECIMEN,OTS,Herbarium - Las Cruces Biological Station,2221,,"Oviedo-Brenes, Federico",,CC_BY_4_0,,,,,2025-02-02T16:38:59.664Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
,CR,-82.87,8.90,614668158,d6fa86b9-8906-4622-9ebc-24d393c9ac12,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,,,GENUS,Acianthera Scheidw.,Acianthera sp,,CR,,Puntarenas,PRESENT,,a4d6cc6b-4c62-4015-ad7b-1ba69847a616,8.896.444,-8.287.425,,,,,,,,,,,7848554,,LIVING_SPECIMEN,OTS,Wilson Botanical Garden - Las Cruces Biological Station,20120067,,-,,CC_BY_4_0,,"Oviedo-Brenes, Federico",,,2025-02-02T16:34:29.674Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LONGITUDE;INSTITUTION_MATCH_NONE
Acianthera geminicaulina,EC,-79.23,-0.25,47830767,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen7005,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera geminicaulina,,SPECIES,Pleurothallis geminicaulina Ames,Pleurothallis geminicaulina Ames.,,EC,"""Fincha Carlita"", at km 13 on road Santo Domingo de los Colorados-Chone. Secondary rain forest and slopes with herb vegetation.",Pichincha,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-0.25,-79.233,2000,,550,0,,,10/06/1973,10,6,1973,2839962,2839961,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen7005,,"Luer, C.A. (MO), 1994.",,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:47.520Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera brunnescens,EC,-79.23,-0.25,47830769,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen7037,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera brunnescens,,SPECIES,Pleurothallis brunnescens Schltr.,Pleurothallis brunnescens Schltr.,,EC,"""Fincha Carlita"", at km 13 on road Santo Domingo de los Colorados-Chone. Secondary rain forest and slopes with herb vegetation.",Pichincha,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-0.25,-79.233,2000,,550,0,,,10/06/1973,10,6,1973,2839658,10725924,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen7037,,"Luer, C.A. (MO), 1994.",,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:47.520Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera pubescens,EC,-78.57,-3.48,47830671,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen4178,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis pubescens Lindl.,Pleurothallis pubescens Lindl.,,EC,Misión Bamboiza. Rain forest.,MORONA-SANTIAGO,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-3.483,-78.566,2000,,800,0,,,23/04/1973,23,4,1973,2839731,2839728,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen4178,,"Luer, C.A. (MO), 1990.",,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:46.483Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera polystachya,EC,-78.57,-3.48,47830678,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen4240,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera polystachya,,SPECIES,Pleurothallis chamensis Lindl.,Pleurothallis chamensis Lindl.,,EC,Misión Bamboiza. Rain forest.,MORONA-SANTIAGO,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-3.483,-78.566,2000,,800,0,,,23/04/1973,23,4,1973,2839453,8385149,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen4240,,"C.H. Dodson (MO), 1991.",,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:46.483Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera pantasmoides,EC,-78.02,-0.35,47830758,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen6866,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pantasmoides,,SPECIES,Pleurothallis pantasmoides C.Schweinf.,Pleurothallis pantasmoides C.Schweinf.,,EC,"Between Cuyua and Papallacta, 10 km E of Papallacta on road to Baeza. Rocky slope along the road.",Napo,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-0.35,-78.016,2000,,2850,50,,,05/06/1973,5,6,1973,2839753,2839752,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen6866,,"Luer, C.A. (MO), 1994.",,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:47.039Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera geminicaulina,EC,-78.00,-3.33,47829005,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-B.Lojtnant15655,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera geminicaulina,,SPECIES,Pleurothallis geminicaulina Ames,Pleurothallis geminicaulina Ames.,,EC,"Old road Quito - Santo Domingo, SW of Chiriboga, km 89-90 from Quito. Secondary subtropical moist forest.",Pichincha,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-333,-78.866,2000,,1100,0,,,08/07/1979,8,7,1979,2839962,2839961,PRESERVED_SPECIMEN,AU,AAU,B.Lojtnant15655,,C. A. Luer,,CC_BY_4_0,,B. Lojtnant,,,2025-02-06T20:36:40.063Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera dodsonii,EC,-78.00,-0.35,47830765,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen6978,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera dodsonii,,SPECIES,Pleurothallis dodsonii Luer,Pleurothallis dodsonii Luer,,EC,1 km E of the oil pump station on road Papallacta - Baeza. Gallery vegetation along Río Papallacta.,Napo,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-0.35,-78,2000,,2050,0,,,06/06/1973,6,6,1973,2787721,9575200,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen6978,,"Luer, C.A. (MO), 1996.",,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:46.563Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera dodsonii,EC,-77.78,-4.33,47830549,833db434-f762-11e1-a439-00145eb45e9a,AAU-Herbarium-L.B.Holm-Nielsen26581,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera dodsonii,,SPECIES,Pleurothallis dodsonii Luer,Pleurothallis dodsonii Luer,,EC,"Río Borja, km 3. Riverside forest.",Napo,PRESENT,,8e1a97a0-3ca8-11d9-8439-b8a03c50a862,-433,-77.783,2000,,1770,0,,,21/09/1980,21,9,1980,2787721,9575200,PRESERVED_SPECIMEN,AU,AAU,L.B.Holm-Nielsen26581,,,,CC_BY_4_0,,L.B. Holm-Nielsen,,,2025-02-06T20:36:47.633Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hirsutula,JM,-77.32,18.15,1055324500,7e380070-f762-11e1-a439-00145eb45e9a,739b2cba-7ab8-4f68-a5a4-80c45d288fcb,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera hirsutula,,SPECIES,Pleurothallis hirsutula Fawc. & Rendle,Pleurothallis hirsutula Rendle,Rendle,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,16/07/1976,16,7,1976,2839626,2839625,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082345,1394,,,CC0_1_0,,Caroline Whitefoord,,,2025-02-16T13:54:07.022Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera alpestris,JM,-77.32,18.15,1055329197,7e380070-f762-11e1-a439-00145eb45e9a,90472264-56d5-420e-b6a2-89f51323a78b,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera alpestris,,SPECIES,Pleurothallis alpestris (Sw.) Lindl.,Pleurothallis alpestris (Sw.) Lindl.,(Sw.) Lindl.,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,17/02/1905,17,2,1905,2835660,10865410,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082230,8908,,,CC0_1_0,,W. Harris,,,2025-02-16T13:54:06.894Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hirsutula,JM,-77.32,18.15,1055875899,7e380070-f762-11e1-a439-00145eb45e9a,3e20012e-6e5c-48b6-a743-bfef76f45382,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera hirsutula,,SPECIES,Pleurothallis hirsutula Fawc. & Rendle,Pleurothallis hirsutula Rendle,Rendle,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,30/08/1905,30,8,1905,2839626,2839625,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082236,9890,,,CC0_1_0,,W. Harris,,,2025-02-16T13:54:07.337Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;MULTIMEDIA_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hirsutula,JM,-77.32,18.15,1056343067,7e380070-f762-11e1-a439-00145eb45e9a,3a5b33ae-4b2a-4aae-8556-8ec656b11f8d,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera hirsutula,,SPECIES,Pleurothallis hirsutula Fawc. & Rendle,Pleurothallis hirsutula Rendle,Rendle,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,07/07/1911,7,7,1911,2839626,2839625,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082237,10984,,,CC0_1_0,,W. Harris,,,2025-02-16T13:54:06.799Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera laxa,JM,-77.32,18.15,1056396161,7e380070-f762-11e1-a439-00145eb45e9a,d4c6bca1-85f3-4b28-8863-f0abcfd840a6,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera laxa,,SPECIES,Pleurothallis laxa (Sw.) Lindl.,Pleurothallis laxa (Sw.) Lindl.,(Sw.) Lindl.,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,09/04/1991,9,4,1991,2787137,9433839,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082234,1409,,,CC0_1_0,,Peter J. Bellingham,,,2025-02-16T13:54:07.082Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera laxa,JM,-77.32,18.15,1056602965,7e380070-f762-11e1-a439-00145eb45e9a,997b83e5-b578-45f9-816d-8b08aee4f192,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera laxa,,SPECIES,Pleurothallis laxa (Sw.) Lindl.,Pleurothallis laxa (Sw.) Lindl.,(Sw.) Lindl.,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,18/08/1902,18,8,1902,2787137,9433839,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082235,s.n.,,,CC0_1_0,,William Fawcett,,,2025-02-16T13:54:07.725Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera alpestris,JM,-77.32,18.15,1057002637,7e380070-f762-11e1-a439-00145eb45e9a,ffc48d97-7581-45d3-b242-afa6debdfcc1,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera alpestris,,SPECIES,Pleurothallis alpestris (Sw.) Lindl.,Pleurothallis alpestris (Sw.) Lindl.,(Sw.) Lindl.,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,07/04/1908,7,4,1908,2835660,10865410,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082232,10502,,,CC0_1_0,,W. Harris,,,2025-02-16T13:54:07.631Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera laxa,JM,-77.32,18.15,1057320777,7e380070-f762-11e1-a439-00145eb45e9a,e70ccdf8-e6e2-4b88-a4c3-6ec43a8e3a77,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera laxa,,SPECIES,Pleurothallis laxa (Sw.) Lindl.,Pleurothallis laxa (Sw.) Lindl.,(Sw.) Lindl.,JM,,,PRESENT,,19456090-b49a-11d8-abeb-b8a03c50a862,18.151.419,-77.319.014,234,,,,,,,,,,2787137,9433839,PRESERVED_SPECIMEN,NHMUK,BOT,BM000082233,s.n.,,,CC0_1_0,,Olof (Peter) Swartz,,,2025-02-16T13:54:07.019Z,,GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
