species	countryCode	Longitude	Latitude	gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species2	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode2	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
Acianthera luteola	BR	-49.14	-27.449.722	1077403957	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/24877	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.449.722	-49.14			708				20/04/2010	20	4	2010	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	24877	2615	A. Stival-Santos	2010-04-20 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Stival-Santos; D. Meyer; S. Silveira		native	2025-02-28T11:39:37.037Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hygrophila	BR	-49.59	-28.62	1077404911	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/25814	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Serrinha.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-28.62	-49.59			479				17/05/2010	17	5	2010	2839428	2839428	PRESERVED_SPECIMEN	FURB	FURB	25814	2388	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; C. Cristofolini; E. Caglioni		native	2025-02-28T11:39:35.684Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saurocephala	BR	-50.074.444	-29.205	1077405057	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/25993	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saurocephala		SPECIES	Acianthera saurocephala (G.Lodd.) Pridgeon & M.W.Chase	Acianthera saurocephala	(Lodd.) Pridgeon & M.W.Chase	BR	Trilha do Rio do Boi.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-29.205	-50.074.444			330				27/04/2010	27	4	2010	2839856	2839856	PRESERVED_SPECIMEN	FURB	FURB	25993	2109	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; E. Caglioni; S. Andrade; C. Cristofolini		native	2025-02-28T11:39:35.774Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-485.875	-27.903.611	1077406392	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/27352	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana	(Rchb.f.) Pridgeon & M.W.Chase	BR	Guarda do Embaú/Parque Estadual da Serra do Tabuleiro.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.903.611	-485.875			20				07/06/2010	7	6	2010	2839963	2839963	PRESERVED_SPECIMEN	FURB	FURB	27352	4837	C.E. Siqueira	2011-09-05 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	M. Verdi; N.L. de Souza; G. Klemz; D.H. Klettenberg		native	2025-02-28T11:39:40.995Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera panduripetala	BR	-484.925	-27.775.278	1077406407	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/27317	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera panduripetala		SPECIES	Acianthera panduripetala (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera panduripetala	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Pântano do Sul (Parque Municipal da Lagoinha do Leste).	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.775.278	-484.925			46				22/06/2010	22	6	2010	2839904	2839904	PRESERVED_SPECIMEN	FURB	FURB	27317	2807	C.E. Siqueira	2013-06-14 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; R. Zimmermann		native	2025-02-28T11:39:40.992Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hygrophila	BR	-49.585	-267.275	1077406467	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/27396	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Forcação.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-267.275	-49.585			785				25/05/2010	25	5	2010	2839428	2839428	PRESERVED_SPECIMEN	FURB	FURB	27396	2382	C.E. Siqueira	2013-06-14 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; R. Zimmermann		native	2025-02-28T11:39:40.981Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
	BR	-49.05	-26.101.667	1077406472	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/27437	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera			GENUS	Acianthera Scheidw.	Acianthera		BR	Cubatão.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.101.667	-49.05			1169				06/07/2010	6	7	2010	7848554		PRESERVED_SPECIMEN	FURB	FURB	27437	2883			CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; C.P. Lopes			2025-02-28T11:39:41.034Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera luteola	BR	-48.960.833	-27.809.722	1077406515	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/27469	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR	rio Cubatão.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.809.722	-48.960.833			620				23/06/2010	23	6	2010	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	27469	3159	C.E. Siqueira	2013-06-12 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Stival-Santos; E. Legal; S. Silveira		native	2025-02-28T11:39:41.037Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
	BR	-48.87	-28.08	1077406516	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/27450	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera			GENUS	Acianthera Scheidw.	Acianthera		BR	Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-28.08	-48.87			517				15/06/2010	15	6	2010	7848554		PRESERVED_SPECIMEN	FURB	FURB	27450	5008			CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	M. Verdi; N.L. de Souza; G. Klemz; D.H. Klettenberg			2025-02-28T11:39:41.032Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-50.022.778	-29.178.889	1077408245	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29209	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana	(Rchb.f.) Pridgeon & M.W.Chase	BR	Serra do Faxinal.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-29.178.889	-50.022.778			958				13/05/2010	13	5	2010	2839963	2839963	PRESERVED_SPECIMEN	FURB	FURB	29209	2185	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; E. Caglioni; S. Andrade; C. Cristofolini		native	2025-02-28T11:39:36.810Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera bragae	BR	-50.074.444	-29.205	1077408252	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29185	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera bragae		SPECIES	Acianthera bragae (Ruschi) F.Barros	Acianthera bragae	(Ruschi) F.Barros	BR	Trilha do Rio do Boi.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-29.205	-50.074.444			330				27/04/2010	27	4	2010	2840008	2840008	PRESERVED_SPECIMEN	FURB	FURB	29185	2075	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; E. Caglioni; S. Andrade; C. Cristofolini		native	2025-02-28T11:39:36.732Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera panduripetala	BR	-48.599.722	-27.089.444	1077408261	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29198	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera panduripetala		SPECIES	Acianthera panduripetala (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera panduripetala	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Canto da Praia.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.089.444	-48.599.722			60				03/05/2010	3	5	2010	2839904	2839904	PRESERVED_SPECIMEN	FURB	FURB	29198	2651	L.M. Ceolin	2010-07-17 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Stival-Santos; E. Legal; D. Meyer; S. Silveira		native	2025-02-28T11:39:36.730Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera exarticulata	BR	-49.235.555	-26.365	1077408271	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29218	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera exarticulata		SPECIES	Acianthera exarticulata (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera exarticulata	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Braço esquerdo.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.365	-49.235.555			417				10/05/2010	10	5	2010	2839985	2839985	PRESERVED_SPECIMEN	FURB	FURB	29218	2149	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; R. Zimmermann		native	2025-02-28T11:39:36.775Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera luteola	BR	-49.498.611	-28.443.611	1077408273	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29233	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR	Brasília.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-28.443.611	-49.498.611			572				19/05/2010	19	5	2010	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	29233	2481	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; E. Caglioni; S. Andrade; C. Cristofolini		native	2025-02-28T11:39:36.771Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera translucida	BR	-49.235.555	-26.365	1077408275	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29222	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera translucida		SPECIES	Acianthera translucida (Barb.Rodr.) Luer	Acianthera translucida	(Barb.Rodr.) Luer	BR	Braço esquerdo.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.365	-49.235.555			417				10/05/2010	10	5	2010	2839521	2839521	PRESERVED_SPECIMEN	FURB	FURB	29222	2244	C.E. Siqueira		CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; R. Zimmermann		native	2025-02-28T11:39:36.777Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-49.05	-26.101.667	1077408277	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29206	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana	(Rchb.f.) Pridgeon & M.W.Chase	BR	Serra Queimada	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.101.667	-49.05			1150				21/04/2010	21	4	2010	2839963	2839963	PRESERVED_SPECIMEN	FURB	FURB	29206	2172	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	F.C.S. Vieira; R.V. Carvalho; H. Tomporowski		native	2025-02-28T11:39:36.810Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera luteola	BR	-48.87	-28.44	1077408288	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29197	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR	Laranjeiras.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-28.44	-48.87			246				03/04/2010	3	4	2010	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	29197	4636	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	M. Verdi; N.L. de Souza; G. Klemz; D.H. Klettenberg		native	2025-02-28T11:39:36.728Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera oligantha	BR	-49.235.555	-26.365	1077408310	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/29220	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera oligantha		SPECIES	Acianthera oligantha (Barb.Rodr.) F.Barros	Acianthera oligantha	(Barb.Rodr.) F.Barros	BR	Braço esquerdo.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.365	-49.235.555			417				10/05/2010	10	5	2010	2839443	2839443	PRESERVED_SPECIMEN	FURB	FURB	29220	2217	L.M. Ceolin	2010-07-13 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; R. Zimmermann		native	2025-02-28T11:39:36.776Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saurocephala	BR	-49.501.667	-27.36	1077409670	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/30649	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saurocephala		SPECIES	Acianthera saurocephala (G.Lodd.) Pridgeon & M.W.Chase	Acianthera saurocephala	(Lodd.) Pridgeon & M.W.Chase	BR	Rio do Norte.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.36	-49.501.667			708				13/08/2010	13	8	2010	2839856	2839856	PRESERVED_SPECIMEN	FURB	FURB	30649	5296	C.E. Siqueira	2011-09-05 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	M. Verdi; E. Caglioni; E.M. Martins		native	2025-02-28T11:39:35.991Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-50.129.444	-26.999.444	1077409724	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/30646	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana	(Rchb.f.) Pridgeon & M.W.Chase	BR	Fazenda Tarumã I.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.999.444	-50.129.444			808				14/08/2010	14	8	2010	2839963	2839963	PRESERVED_SPECIMEN	FURB	FURB	30646	5355	C.E. Siqueira	2011-09-05 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	M. Verdi; E. Caglioni; E.M. Martins		native	2025-02-28T11:39:35.994Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera recurva	BR	-50.493.889	-26.182.222	1077409752	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/30708	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera recurva		SPECIES	Acianthera recurva (Lindl.) Pridgeon & M.W.Chase	Acianthera recurva	(Lindl.) Pridgeon & M.W.Chase	BR	Fartura.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.182.222	-50.493.889			795				17/08/2010	17	8	2010	2839869	2839869	PRESERVED_SPECIMEN	FURB	FURB	30708	5394	W.S. Mancinelli	2013-08-15 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	M. Verdi; E.M. Martins; O.N. Veiga		native	2025-02-28T11:39:36.057Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hygrophila	BR	-50.223.333	-268.175	1077410048	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/30990	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Serra da Garganta.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-268.175	-50.223.333			1195				17/09/2010	17	9	2010	2839428	2839428	PRESERVED_SPECIMEN	FURB	FURB	30990	4438	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Korte; A. Kniess		native	2025-02-28T11:39:36.230Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera luteola	BR	-49.139.167	-27.096.944	1077410064	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/31002	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR	Área Virgem Parque Nacional da Serra do Itajaí.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.096.944	-49.139.167			660				13/07/2010	13	7	2010	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	31002	3062	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; C.P. Lopes		native	2025-02-28T11:39:35.015Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saurocephala	BR	-50.074.444	-29.205	1077410067	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/31028	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saurocephala		SPECIES	Acianthera saurocephala (G.Lodd.) Pridgeon & M.W.Chase	Acianthera saurocephala	(Lodd.) Pridgeon & M.W.Chase	BR	Trilha do Rio do Boi.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-29.205	-50.074.444			330				24/06/2010	24	6	2010	2839856	2839856	PRESERVED_SPECIMEN	FURB	FURB	31028	2781	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; E. Caglioni; S. Andrade; C. Cristofolini		native	2025-02-28T11:39:35.052Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hygrophila	BR	-49.139.167	-27.096.944	1077410068	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/31018	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Área Virgem Parque Nacional da Serra do Itajaí.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.096.944	-49.139.167			660				13/07/2010	13	7	2010	2839428	2839428	PRESERVED_SPECIMEN	FURB	FURB	31018	3093	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; C.P. Lopes		native	2025-02-28T11:39:35.057Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-48.87	-27.45	1077410073	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/31027	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana	(Rchb.f.) Pridgeon & M.W.Chase	BR	RPPN Caraguatá.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.45	-48.87			710				10/07/2010	10	7	2010	2839963	2839963	PRESERVED_SPECIMEN	FURB	FURB	31027	3098	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	T.J. Cadorin; B. Grosch; C.P. Lopes		native	2025-02-28T11:39:35.049Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saurocephala	BR	-50.074.444	-29.205	1077410078	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/31048	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saurocephala		SPECIES	Acianthera saurocephala (G.Lodd.) Pridgeon & M.W.Chase	Acianthera saurocephala	(Lodd.) Pridgeon & M.W.Chase	BR	Trilha do Rio do Boi.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-29.205	-50.074.444			330				24/06/2010	24	6	2010	2839856	2839856	PRESERVED_SPECIMEN	FURB	FURB	31048	2839	W.S. Mancinelli; M.E. Engels; E.C. Smidt	2012-04-01 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	J.L. Schmitt; E. Caglioni; S. Andrade; C. Cristofolini		native	2025-02-28T11:39:35.061Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
